,sentence,Word,NER
34419,1679,statement,O
34420,1679,delivery,O
34421,1679,is,O
34422,1679,very,O
34423,1679,poor,O
34424,1679,turnaround,O
34425,1679,time,O
34426,1679,.,O
34427,1679,charging,O
34428,1679,hefty,O
34429,1679,fee,O
34430,1679,'s,O
34432,1680,DING,O
34433,1680,DONG,O
34434,1680,DING,O
34435,1680,DONG,O
34436,1680,guess,O
34437,1680,who,O
34438,1680,'s,O
34439,1680,comin,O
34440,1680,dinner,O
34441,1680,tonight,O
34442,1680,?,O
34443,1680,U,O
34444,1680,gonna,O
34445,1680,be,O
34446,1680,part,O
34447,1680,of,O
34448,1680,my,O
34449,1680,meal,O
34450,1680,tonight,O
34451,1680,.......,O
34453,1681,@TylerHilton,O
34454,1681,One,O
34455,1681,thing,O
34456,1681,about,O
34457,1681,twitteris,O
34458,1681,",",O
34459,1681,We,O
34460,1681,all,O
34461,1681,have,O
34462,1681,plenty,O
34463,1681,of,O
34464,1681,time,O
34465,1681,...,O
34466,1681,LOL,O
34467,1681,:-),O
34469,1682,@jaredleto,O
34470,1682,i,O
34471,1682,saw,O
34472,1682,chelsea,B-person
34473,1682,today,O
34474,1682,u,O
34475,1682,weren't,O
34476,1682,there,O
34477,1682,?,O
34478,1682,WTF,O
34480,1683,#ff,O
34481,1683,@eops,O
34482,1683,to,O
34483,1683,cheer,O
34484,1683,him,O
34485,1683,up,O
34486,1683,",",O
34487,1683,he,O
34488,1683,'s,O
34489,1683,not,O
34490,1683,feeling,O
34491,1683,so,O
34492,1683,hot,O
34493,1683,today,O
34494,1683,.,O
34495,1683,(and,O
34496,1683,send,O
34497,1683,him,O
34498,1683,some,O
34499,1683,virtual,O
34500,1683,soup,O
34501,1683,),O
34503,1684,Is,O
34504,1684,ur,O
34505,1684,date,O
34506,1684,interested,O
34507,1684,in,O
34508,1684,a,O
34509,1684,hook-up,O
34510,1684,or,O
34511,1684,long-term,O
34512,1684,relationship,O
34513,1684,?,O
34514,1684,Answer,O
34515,1684,lies,O
34516,1684,in,O
34517,1684,what,O
34518,1684,he,O
34519,1684,'s,O
34520,1684,looking,O
34521,1684,at-your,O
34522,1684,face,O
34523,1684,or,O
34524,1684,your,O
34525,1684,bod,O
34526,1684,!,O
34527,1684,http://ow.ly/2FPLk,O
34529,1685,Jupiter,B-location
34530,1685,:,O
34531,1685,Closest,O
34532,1685,Approach,O
34533,1685,in,O
34534,1685,Nearly,O
34535,1685,50,O
34536,1685,years,O
34537,1685,.,O
34538,1685,Catch,O
34539,1685,it,O
34540,1685,nxt,O
34541,1685,week,O
34542,1685,.,O
34543,1685,It,O
34544,1685,wnt,O
34545,1685,B,O
34546,1685,that,O
34547,1685,big,O
34548,1685,or,O
34549,1685,bright,O
34550,1685,again,O
34551,1685,til,O
34552,1685,2022,O
34553,1685,http://bit.ly/d5Bzx7,O
34555,1686,An,O
34556,1686,Entire,O
34557,1686,Facebook,B-corporation
34558,1686,Photo,O
34559,1686,Album,O
34560,1686,Captured,O
34561,1686,in,O
34562,1686,a,O
34563,1686,Single,O
34564,1686,Long,O
34565,1686,Exposure,O
34566,1686,Photograph,O
34567,1686,[,O
34568,1686,Photography],O
34569,1686,:,O
34571,1687,@Carr0t,O
34572,1687,aye,O
34573,1687,been,O
34574,1687,tonight,O
34575,1687,-,O
34576,1687,excellent,O
34578,1688,@bornofosichris,O
34579,1688,ok,O
34580,1688,I'm,O
34581,1688,gonna,O
34582,1688,fb,O
34583,1688,message,O
34584,1688,you,O
34585,1688,deets,O
34586,1688,when,O
34587,1688,I,O
34588,1688,get,O
34589,1688,a,O
34590,1688,chance,O
34591,1688,!,O
34593,1689,game,O
34594,1689,tonight,O
34595,1689,!!!!!!,O
34597,1690,I,O
34598,1690,haven't,O
34599,1690,driven,O
34600,1690,to,O
34601,1690,bc,B-location
34602,1690,in,O
34603,1690,years,O
34604,1690,",",O
34605,1690,and,O
34606,1690,I,O
34607,1690,am,O
34608,1690,just,O
34609,1690,stunned,O
34610,1690,by,O
34611,1690,how,O
34612,1690,beautiful,O
34613,1690,the,O
34614,1690,drive,O
34615,1690,is,O
34616,1690,.,O
34618,1691,@GottaLaff,O
34619,1691,don't,O
34620,1691,do,O
34621,1691,the,O
34622,1691,crime,O
34623,1691,if,O
34624,1691,you,O
34625,1691,can't,O
34626,1691,serve,O
34627,1691,the,O
34628,1691,time,O
34629,1691,.,O
34630,1691,;),O
34632,1692,eh,O
34633,1692,?,O
34634,1692,horner,O
34635,1692,'s,O
34636,1692,on,O
34637,1692,the,O
34638,1692,#uspro,O
34639,1692,start,O
34640,1692,list,O
34641,1692,:,O
34642,1692,RT,O
34643,1692,@hornerakg,O
34644,1692,:,O
34645,1692,Heading,O
34646,1692,to,O
34647,1692,@clarkscornerca,O
34648,1692,for,O
34649,1692,Q&amp;A,O
34650,1692,.,O
34651,1692,Back,O
34652,1692,in,O
34653,1692,Ione,B-corporation
34654,1692,to,O
34655,1692,ride,O
34656,1692,tomorrow,O
34657,1692,!,O
34658,1692,http://ow.ly/2G4ti,O
34660,1693,new,O
34661,1693,office,O
34662,1693,furniture-,O
34663,1693,check,O
34664,1693,",",O
34665,1693,paintings,O
34666,1693,of,O
34667,1693,hubby-,O
34668,1693,check,O
34669,1693,",",O
34670,1693,neuro,O
34671,1693,drink,O
34672,1693,stock-,O
34673,1693,check,O
34674,1693,",",O
34675,1693,finished,O
34676,1693,giving,O
34677,1693,interview-,O
34678,1693,check,O
34679,1693,.,O
34680,1693,time,O
34681,1693,2,O
34682,1693,go,O
34683,1693,home,O
34684,1693,.,O
34686,1694,The,O
34687,1694,week,O
34688,1694,ahead,O
34689,1694,-,O
34690,1694,http://newzfor.me/?7jfc,O
34692,1695,G'mar,O
34693,1695,chatima,O
34694,1695,tova,O
34695,1695,",",O
34696,1695,internet,O
34697,1695,!,O
34699,1696,'RT,O
34700,1696,@ihatequotes,O
34701,1696,:,O
34702,1696,For,O
34703,1696,anyone,O
34704,1696,having,O
34705,1696,a,O
34706,1696,bad,O
34707,1696,day,O
34708,1696,",",O
34709,1696,just,O
34710,1696,remember,O
34711,1696,:,O
34712,1696,"""",O
34713,1696,If,O
34714,1696,God,B-person
34715,1696,brings,O
34716,1696,you,O
34717,1696,to,O
34718,1696,it,O
34719,1696,",",O
34720,1696,He,O
34721,1696,will,O
34722,1696,bring,O
34723,1696,you,O
34724,1696,through,O
34725,1696,it,O
34726,1696,"!""",O
34727,1696,-@KimKardashian,O
34728,1696,#i,O
34729,1696,...',O
34731,1697,@Alleycat17,O
34732,1697,HAPPY,O
34733,1697,BIRTHDAY,O
34734,1697,!,O
34735,1697,:D,O
34736,1697,.,O
34737,1697,Hope,O
34738,1697,you're,O
34739,1697,having,O
34740,1697,an,O
34741,1697,amazingrific,O
34742,1697,day,O
34743,1697,!!!,O
34744,1697,:D,O
34745,1697,.,O
34747,1698,RT,O
34748,1698,@LUNGevity,O
34749,1698,:,O
34750,1698,This,O
34751,1698,is,O
34752,1698,going,O
34753,1698,to,O
34754,1698,be,O
34755,1698,an,O
34756,1698,amazing,O
34757,1698,weekend,O
34758,1698,w/3,O
34759,1698,events,O
34760,1698,on,O
34761,1698,the,O
34762,1698,same,O
34763,1698,day,O
34764,1698,benefiting,O
34765,1698,lung,O
34766,1698,cancer,O
34767,1698,research,O
34768,1698,(,O
34769,1698,Sun/Sept,O
34770,1698,19,O
34771,1698,),O
34772,1698,!...,O
34773,1698,http,O
34774,1698,...,O
34776,1699,ellwood,B-person
34777,1699,'s,O
34778,1699,sushi,O
34779,1699,",",O
34780,1699,a,O
34781,1699,glass,O
34782,1699,of,O
34783,1699,pinot,O
34784,1699,",",O
34785,1699,&quot;,O
34786,1699,strokes,B-creative-work
34787,1699,of,I-creative-work
34788,1699,genius,I-creative-work
34789,1699,&quot;,O
34790,1699,by,O
34791,1699,john,B-person
34792,1699,wertheim,I-person
34793,1699,",",O
34794,1699,play,O
34795,1699,at,O
34796,1699,barksdale,B-location
34797,1699,in,O
34798,1699,a,O
34799,1699,bit,O
34800,1699,",",O
34801,1699,lovely,O
34802,1699,friday,O
34803,1699,night,O
34804,1699,:),O
34806,1700,RT,O
34807,1700,@Kiara_TheGR8,O
34808,1700,:,O
34809,1700,Someone,O
34810,1700,please,O
34811,1700,wake,O
34812,1700,me,O
34813,1700,up,O
34814,1700,when,O
34815,1700,May,O
34816,1700,7,O
34817,1700,",",O
34818,1700,2011,O
34819,1700,gets,O
34820,1700,here,O
34821,1700,!,O
34822,1700,#thanks,O
34824,1701,@henryandfriends,O
34825,1701,ooh,O
34826,1701,that,O
34827,1701,sounds,O
34828,1701,lovely,O
34829,1701,:),O
34830,1701,we,O
34831,1701,had,O
34832,1701,lots,O
34833,1701,sunshine,O
34834,1701,2-,O
34835,1701,hope,O
34836,1701,it,O
34837,1701,stays,O
34838,1701,4,O
34839,1701,tomo,O
34840,1701,when,O
34841,1701,we,O
34842,1701,going,O
34843,1701,to,O
34844,1701,do,O
34845,1701,the,O
34846,1701,doggie,O
34847,1701,show,O
34848,1701,*paws,O
34849,1701,x-d*,O
34850,1701,!,O
34851,1701,x,O
34852,1701,x,O
34854,1702,Haven't,O
34855,1702,tweeted,O
34856,1702,since,O
34857,1702,june,O
34858,1702,wow,O
34859,1702,.......................,O
34860,1702,but,O
34861,1702,I,O
34862,1702,did,O
34863,1702,get,O
34864,1702,a,O
34865,1702,facebook,B-corporation
34866,1702,so,O
34867,1702,who,O
34868,1702,cares,O
34869,1702,about,O
34870,1702,twitter,B-corporation
34872,1703,'I,O
34873,1703,just,O
34874,1703,took,O
34875,1703,"""",O
34876,1703,Justin,B-person
34877,1703,Bieber,I-person
34878,1703,takes,O
34879,1703,2,O
34880,1703,months,O
34881,1703,off,O
34882,1703,career,O
34883,1703,to,O
34884,1703,finish,O
34885,1703,school,O
34886,1703,",",O
34887,1703,H,O
34888,1703,"...""",O
34889,1703,and,O
34890,1703,got,O
34891,1703,:,O
34892,1703,Part,O
34893,1703,25,O
34894,1703,:,O
34895,1703,They,O
34896,1703,got,O
34897,1703,my,O
34898,1703,back,O
34899,1703,.!,O
34900,1703,Try,O
34901,1703,it,O
34902,1703,:,O
34903,1703,http://bit.ly/bcqNCs',O
34905,1704,So,O
34906,1704,here,O
34907,1704,in,O
34908,1704,Belgium,B-location
34909,1704,its,O
34910,1704,now,O
34911,1704,7minutes,O
34912,1704,before,O
34913,1704,midnight,O
34914,1704,",,",O
34915,1704,Tell,O
34916,1704,me,O
34917,1704,how,O
34918,1704,late,O
34919,1704,it,O
34920,1704,is,O
34921,1704,were,O
34922,1704,you,O
34923,1704,live,O
34924,1704,:D,O
34926,1705,RT,O
34927,1705,@eljmayes,O
34928,1705,:,O
34929,1705,Ladbrokes,O
34930,1705,Labour,O
34931,1705,Leadership,O
34932,1705,Market-,O
34933,1705,http://bit.ly/cD3Rn8,O
34934,1705,Ed,B-person
34935,1705,Miliband,I-person
34936,1705,'s,O
34937,1705,odds,O
34938,1705,have,O
34939,1705,shortened,O
34940,1705,significantly,O
34941,1705,in,O
34942,1705,the,O
34943,1705,last,O
34944,1705,week,O
34945,1705,.,O
34947,1706,Ha,O
34948,1706,I'm,O
34949,1706,lucky,O
34950,1706,.,O
34951,1706,I,O
34952,1706,got,O
34953,1706,in,O
34954,1706,the,O
34955,1706,car,O
34956,1706,like,O
34957,1706,five,O
34958,1706,seconds,O
34959,1706,before,O
34960,1706,it,O
34961,1706,started,O
34962,1706,POURING,O
34963,1706,rain,O
34964,1706,.,O
34966,1707,Always,O
34967,1707,kinda,O
34968,1707,awkward,O
34969,1707,when,O
34970,1707,you,O
34971,1707,get,O
34972,1707,the,O
34973,1707,chat,O
34974,1707,group,O
34975,1707,wrong,O
34976,1707,in,O
34977,1707,WoW,B-product
34978,1707,.,O
34979,1707,Sometimes,O
34980,1707,you,O
34981,1707,don't,O
34982,1707,want,O
34983,1707,the,O
34984,1707,tank,O
34985,1707,to,O
34986,1707,know,O
34987,1707,you're,O
34988,1707,dissin,O
34989,1707,',O
34990,1707,him,O
34991,1707,.,O
34992,1707,Oops,O
34993,1707,.,O
34995,1708,he,O
34996,1708,likes,O
34997,1708,prince,B-person
34998,1708,",",O
34999,1708,paul,B-person
35000,1708,simon,I-person
35001,1708,",",O
35002,1708,and,O
35003,1708,o.d.b.,B-person
35004,1708,i,O
35005,1708,may,O
35006,1708,have,O
35007,1708,found,O
35008,1708,my,O
35009,1708,soul,O
35010,1708,mate,O
35011,1708,.,O
35013,1709,'@stephaniebriggs,O
35014,1709,Jumped,O
35015,1709,in,O
35016,1709,the,O
35017,1709,truck,O
35018,1709,",",O
35019,1709,flipped,O
35020,1709,the,O
35021,1709,iPod,B-product
35022,1709,over,O
35023,1709,to,O
35024,1709,shuffle,O
35025,1709,",",O
35026,1709,and,O
35027,1709,it,O
35028,1709,gives,O
35029,1709,me,O
35030,1709,"""",O
35031,1709,goodbye,B-creative-work
35032,1709,moon,I-creative-work
35033,1709,""".",O
35034,1709,Probably,O
35035,1709,a,O
35036,1709,year,O
35037,1709,since,O
35038,1709,last,O
35039,1709,heard,O
35040,1709,it,O
35041,1709,!',O
35043,1710,RT,O
35044,1710,@rainnwilson,O
35045,1710,:,O
35046,1710,Hey,O
35047,1710,",",O
35048,1710,Seattle-ites,O
35049,1710,!,O
35050,1710,Check,O
35051,1710,it,O
35052,1710,:,O
35053,1710,http://www.officetally.com/rainn-wilson-and-friends-seattle-oct-23,O
35055,1711,Think,O
35056,1711,the,O
35057,1711,article,O
35058,1711,should,O
35059,1711,be,O
35060,1711,ready,O
35061,1711,to,O
35062,1711,resubmit,O
35063,1711,next,O
35064,1711,week,O
35065,1711,.,O
35066,1711,Quite,O
35067,1711,excited,O
35068,1711,",",O
35069,1711,but,O
35070,1711,also,O
35071,1711,rather,O
35072,1711,scared,O
35073,1711,.,O
35075,1712,RT,O
35076,1712,@ezraklein,O
35077,1712,:,O
35078,1712,It,O
35079,1712,'s,O
35080,1712,Yom,O
35081,1712,Kippur,O
35082,1712,eve,O
35083,1712,",",O
35084,1712,so,O
35085,1712,it,O
35086,1712,'s,O
35087,1712,the,O
35088,1712,time,O
35089,1712,to,O
35090,1712,apologize,O
35091,1712,to,O
35092,1712,anyone,O
35093,1712,I've,O
35094,1712,wronged,O
35095,1712,.,O
35096,1712,Hopefully,O
35097,1712,",",O
35098,1712,you're,O
35099,1712,on,O
35100,1712,Twitter,B-corporation
35101,1712,.,O
35102,1712,Sorry,O
35103,1712,!,O
35105,1713,FREE,O
35106,1713,:,O
35107,1713,Air,B-product
35108,1713,Music,I-product
35109,1713,Jump,I-product
35110,1713,.,O
35111,1713,if,O
35112,1713,you,O
35113,1713,like,O
35114,1713,Rock,B-product
35115,1713,Band,I-product
35116,1713,or,O
35117,1713,Guitar,B-product
35118,1713,Hero,I-product
35119,1713,",",O
35120,1713,you,O
35121,1713,may,O
35122,1713,also,O
35123,1713,like,O
35124,1713,Music,B-product
35125,1713,Jump,I-product
35126,1713,.,O
35127,1713,http://appj.mp/AirMusicJump,O
35129,1714,@Cortney_plus2,O
35130,1714,ding,O
35131,1714,ding,O
35132,1714,ding,O
35133,1714,!,O
35134,1714,front,O
35135,1714,",",O
35136,1714,back,O
35137,1714,and,O
35138,1714,let,O
35139,1714,'s,O
35140,1714,just,O
35141,1714,say,O
35142,1714,I'll,O
35143,1714,be,O
35144,1714,putting,O
35145,1714,soph,O
35146,1714,'s,O
35147,1714,hair,O
35148,1714,in,O
35149,1714,a,O
35150,1714,bun,O
35151,1714,before,O
35152,1714,the,O
35153,1714,next,O
35154,1714,nap,O
35155,1714,time,O
35156,1714,.,O
35158,1715,Back,O
35159,1715,at,O
35160,1715,work,O
35161,1715,",",O
35162,1715,waiting,O
35163,1715,for,O
35164,1715,Sunday,O
35165,1715,when,O
35166,1715,Mike,B-person
35167,1715,Vick,I-person
35168,1715,get,O
35169,1715,his,O
35170,1715,shine,O
35171,1715,on,O
35172,1715,Vs,O
35173,1715,.,O
35174,1715,the,B-group
35175,1715,Lions,I-group
35177,1716,Conflicts,B-product
35178,1716,of,I-product
35179,1716,Law,I-product
35180,1716,:,I-product
35181,1716,Cases,I-product
35182,1716,and,I-product
35183,1716,Materials,I-product
35184,1716,:,O
35185,1716,R,O
35186,1716,.,O
35187,1716,Lea,B-person
35188,1716,Brilmayer,I-person
35189,1716,",",O
35190,1716,Jack,B-person
35191,1716,L,I-person
35192,1716,.,O
35193,1716,Goldsmith[May,O
35194,1716,01,O
35195,1716,",",O
35196,1716,2011,O
35197,1716,],O
35198,1716,http://amzn.to/bnabQu,O
35200,1717,What,O
35201,1717,a,O
35202,1717,day,O
35203,1717,&lt;,O
35204,1717,3,O
35206,1718,@Kianerzzz,O
35207,1718,showering,O
35208,1718,sleeping,O
35209,1718,and,O
35210,1718,tanning,O
35211,1718,always,O
35212,1718,make,O
35213,1718,me,O
35214,1718,feel,O
35215,1718,better,O
35216,1718,when,O
35217,1718,I'm,O
35218,1718,sick,O
35219,1718,.,O
35221,1719,Hope,O
35222,1719,to,O
35223,1719,see,O
35224,1719,a,O
35225,1719,lot,O
35226,1719,of,O
35227,1719,people,O
35228,1719,at,O
35229,1719,game,O
35230,1719,night,O
35231,1719,at,O
35232,1719,@gathering_umc,O
35233,1719,tonight,O
35234,1719,.,O
35235,1719,Plenty,O
35236,1719,of,O
35237,1719,games,O
35238,1719,to,O
35239,1719,choose,O
35240,1719,from,O
35241,1719,just,O
35242,1719,from,O
35243,1719,my,O
35244,1719,family,O
35245,1719,.,O
35246,1719,:),O
35248,1720,RT,O
35249,1720,@jakeandamir,O
35250,1720,:,O
35251,1720,If,O
35252,1720,you,O
35253,1720,would,O
35254,1720,have,O
35255,1720,told,O
35256,1720,me,O
35257,1720,20,O
35258,1720,years,O
35259,1720,ago,O
35260,1720,that,O
35261,1720,YOM,O
35262,1720,KIPPUR,O
35263,1720,would,O
35264,1720,be,O
35265,1720,trending,O
35266,1720,on,O
35267,1720,twitter,B-corporation
35268,1720,I'd,O
35269,1720,be,O
35270,1720,all,O
35271,1720,like,O
35272,1720,&quot;,O
35273,1720,what,O
35274,1720,'s,O
35275,1720,twitter,B-corporation
35276,1720,?&quot;,O
35278,1721,so,O
35279,1721,much,O
35280,1721,for,O
35281,1721,trying,O
35282,1721,to,O
35283,1721,do,O
35284,1721,my,O
35285,1721,h/w,O
35286,1721,before,O
35287,1721,my,O
35288,1721,bday,O
35289,1721,weekend,O
35290,1721,.,O
35291,1721,working,O
35292,1721,til,O
35293,1721,close,O
35294,1721,:/,O
35296,1722,RT,O
35297,1722,@its_QuiB,O
35298,1722,@jperiod1015,O
35299,1722,cooking,O
35300,1722,next,O
35301,1722,week,O
35302,1722,!!:,O
35303,1722,)),O
35304,1722,&lt;,O
35305,1722,&gt;,O
35306,1722,lol,O
35307,1722,bet,O
35308,1722,!,O
35310,1723,RT,O
35311,1723,@Quotealicious,O
35312,1723,:,O
35313,1723,A,O
35314,1723,guy,O
35315,1723,&amp;,O
35316,1723,girl,O
35317,1723,can,O
35318,1723,be,O
35319,1723,friends,O
35320,1723,.,O
35321,1723,But,O
35322,1723,sooner,O
35323,1723,or,O
35324,1723,later,O
35325,1723,",",O
35326,1723,one,O
35327,1723,will,O
35328,1723,fall,O
35329,1723,for,O
35330,1723,the,O
35331,1723,other,O
35332,1723,.,O
35333,1723,Maybe,O
35334,1723,too,O
35335,1723,early,O
35336,1723,",",O
35337,1723,maybe,O
35338,1723,too,O
35339,1723,LATE,O
35340,1723,or,O
35341,1723,may,O
35342,1723,...,O
35344,1724,@P_Rezzphere,O
35345,1724,:,O
35346,1724,uh,O
35347,1724,...,O
35348,1724,Fruit,O
35349,1724,this,O
35350,1724,time,O
35351,1724,..,O
35352,1724,Gotta,O
35353,1724,stay,O
35354,1724,in,O
35355,1724,shape,O
35356,1724,my,O
35357,1724,brotha,O
35358,1724,...,O
35360,1725,@CHAMBERSfever,O
35361,1725,i,O
35362,1725,used,O
35363,1725,to,O
35364,1725,have,O
35365,1725,fishes,O
35366,1725,but,O
35367,1725,they,O
35368,1725,lived,O
35369,1725,like,O
35370,1725,5,O
35371,1725,days,O
35372,1725,what,O
35373,1725,pet,O
35374,1725,would,O
35375,1725,you,O
35376,1725,like,O
35377,1725,to,O
35378,1725,have,O
35379,1725,?,O
35380,1725,i'm,O
35381,1725,deeply,O
35382,1725,in,O
35383,1725,love,O
35384,1725,with,O
35385,1725,Eli,B-person
35387,1726,After,O
35388,1726,the,O
35389,1726,Storm,O
35390,1726,-,O
35391,1726,http://newzfor.me/?7r7c,O
35392,1726,[,O
35393,1726,Like,O
35394,1726,it,O
35395,1726,?,O
35396,1726,http://bit.ly/cWAfsq,O
35397,1726,],O
35399,1727,@JayDubshow,O
35400,1727,it,O
35401,1727,showed,O
35402,1727,you,O
35403,1727,Clapping,O
35404,1727,on,O
35405,1727,TV,O
35406,1727,after,O
35407,1727,the,O
35408,1727,Swagger/Kofi,O
35409,1727,Match,O
35410,1727,Lol,O
35412,1728,RT,O
35413,1728,@PeterRabbitt,O
35414,1728,:,O
35415,1728,HAPPY,O
35416,1728,BIRTHDAY,O
35417,1728,TO,O
35418,1728,@DaDaDaphne,O
35419,1728,WISHIN,O
35420,1728,YOU,O
35421,1728,THE,O
35422,1728,BEST,O
35423,1728,&amp;,O
35424,1728,HOPE,O
35425,1728,YOU,O
35426,1728,HAVE,O
35427,1728,A,O
35428,1728,WONDERFUL,O
35429,1728,DAY,O
35431,1729,@becky_89,O
35432,1729,Oh,O
35433,1729,dear,O
35434,1729,",",O
35435,1729,well,O
35436,1729,i'll,O
35437,1729,cheer,O
35438,1729,you,O
35439,1729,up,O
35440,1729,on,O
35441,1729,Wednesday,O
35442,1729,!,O
35443,1729,xx,O
35445,1730,Today,O
35446,1730,'s,O
35447,1730,Vuelter,B-creative-work
35448,1730,blog,I-creative-work
35449,1730,:,O
35450,1730,http://bit.ly/choe8Y,O
35452,1731,if,O
35453,1731,i,O
35454,1731,hit,O
35455,1731,tweet,O
35456,1731,limit,O
35457,1731,again,O
35458,1731,today,O
35459,1731,",",O
35460,1731,i'm,O
35461,1731,gonna,O
35462,1731,be,O
35463,1731,so,O
35464,1731,frickin,O
35465,1731,',O
35466,1731,pissed,O
35467,1731,.,O
35469,1732,@eatzombiebabies,O
35470,1732,haha,O
35471,1732,maybe,O
35472,1732,we'll,O
35473,1732,dance,O
35474,1732,off,O
35475,1732,in,O
35476,1732,the,O
35477,1732,online,O
35478,1732,stream,O
35479,1732,tomorrow,O
35480,1732,!,O
35481,1732,lol,O
35483,1733,@George_Hill3,O
35484,1733,u,O
35485,1733,made,O
35486,1733,my,O
35487,1733,day,O
35488,1733,:),O
35490,1734,&quot;,O
35491,1734,When,O
35492,1734,you,O
35493,1734,don't,O
35494,1734,get,O
35495,1734,what,O
35496,1734,you,O
35497,1734,want,O
35498,1734,",",O
35499,1734,you,O
35500,1734,suffer,O
35501,1734,.,O
35502,1734,If,O
35503,1734,you,O
35504,1734,get,O
35505,1734,it,O
35506,1734,",",O
35507,1734,you,O
35508,1734,suffer,O
35509,1734,too,O
35510,1734,since,O
35511,1734,you,O
35512,1734,can't,O
35513,1734,hold,O
35514,1734,on,O
35515,1734,to,O
35516,1734,it,O
35517,1734,forever,O
35518,1734,.&quot;,O
35519,1734,~,O
35520,1734,Peaceful,O
35521,1734,Warrior,O
35523,1735,RT,O
35524,1735,@iSplashInYoMouf,O
35525,1735,:,O
35526,1735,RE*TWEET,O
35527,1735,IF,O
35528,1735,YOU,O
35529,1735,GOING,O
35530,1735,OUT,O
35531,1735,TONIGHT,O
35532,1735,?,O
35534,1736,Ready,O
35535,1736,for,O
35536,1736,Friday,O
35537,1736,night,O
35538,1736,at,O
35539,1736,The,B-location
35540,1736,Pub,I-location
35541,1736,!,O
35542,1736,DUDE,O
35543,1736,Jones,B-person
35544,1736,playing,O
35545,1736,inside,O
35546,1736,and,O
35547,1736,DJ,B-person
35548,1736,Chris,I-person
35549,1736,L,I-person
35550,1736,in,O
35551,1736,Loft,O
35553,1737,'RT,O
35554,1737,@chambermusician,O
35555,1737,Sprezzatura,O
35556,1737,Time,O
35557,1737,(,O
35558,1737,"""",O
35559,1737,But,O
35560,1737,",",O
35561,1737,I,O
35562,1737,could,O
35563,1737,play,O
35564,1737,it,O
35565,1737,in,O
35566,1737,practice,O
35567,1737,"""",O
35568,1737,),O
35569,1737,#music,O
35570,1737,#musicians,O
35571,1737,http://su.pr/3iJ0RE',O
35573,1738,@luvgh62,O
35574,1738,next,O
35575,1738,sun,O
35576,1738,on,O
35577,1738,stelly,O
35578,1738,day-boo,O
35579,1738,!,O
35581,1739,found,O
35582,1739,some,O
35583,1739,really,O
35584,1739,funny,O
35585,1739,pictures,O
35586,1739,of,O
35587,1739,1st,O
35588,1739,year,O
35589,1739,:,O
35590,1739,L,O
35591,1739,going,O
35592,1739,to,O
35593,1739,put,O
35594,1739,them,O
35595,1739,on,O
35596,1739,facebook,B-corporation
35597,1739,now,O
35598,1739,!!,O
35600,1740,@bubzeh,O
35601,1740,What,O
35602,1740,are,O
35603,1740,you,O
35604,1740,up,O
35605,1740,to,O
35606,1740,today,O
35607,1740,?,O
35609,1741,'or,O
35610,1741,even,O
35611,1741,in,O
35612,1741,a,O
35613,1741,69,O
35614,1741,.,O
35615,1741,smother,O
35616,1741,me,O
35617,1741,w/,O
35618,1741,it,O
35619,1741,and,O
35620,1741,hold,O
35621,1741,my,O
35622,1741,dick,O
35623,1741,like,O
35624,1741,a,O
35625,1741,joystick,O
35626,1741,when,O
35627,1741,u,O
35628,1741,do,O
35629,1741,it,O
35630,1741,.,O
35631,1741,shit,O
35632,1741,...,O
35633,1741,say,O
35634,1741,some,O
35635,1741,shit,O
35636,1741,like,O
35637,1741,"""",O
35638,1741,suck,O
35639,1741,this,O
35640,1741,pussy,O
35641,1741,"""",O
35642,1741,i,O
35643,1741,wont,O
35644,1741,laugh,O
35645,1741,.',O
35647,1742,I,O
35648,1742,love,O
35649,1742,it,O
35650,1742,",",O
35651,1742,I,O
35652,1742,can,O
35653,1742,torment,O
35654,1742,my,O
35655,1742,friends,O
35656,1742,and,O
35657,1742,their,O
35658,1742,kids,O
35659,1742,long,O
35660,1742,distance,O
35661,1742,via,O
35662,1742,fb,B-corporation
35663,1742,and,O
35664,1742,twitter,B-corporation
35665,1742,.,O
35666,1742,Mwahaha,O
35667,1742,!,O
35669,1743,Need,O
35670,1743,it,O
35671,1743,to,O
35672,1743,be,O
35673,1743,slammed,O
35674,1743,at,O
35675,1743,the,O
35676,1743,haus,O
35677,1743,tonight,O
35679,1744,@Jfordj12,O
35680,1744,Wee,O
35681,1744,need,O
35682,1744,u,O
35683,1744,to,O
35684,1744,make,O
35685,1744,it,O
35686,1744,happen,O
35687,1744,on,O
35688,1744,Sunday,O
35690,1745,Best,O
35691,1745,#free,O
35692,1745,#livemusic,O
35693,1745,in,O
35694,1745,#Denver,B-location
35695,1745,tonight,O
35696,1745,with,O
35697,1745,the,O
35698,1745,return,O
35699,1745,of,O
35700,1745,Breaking,B-group
35701,1745,&amp;,I-group
35702,1745,Entering,I-group
35703,1745,.,O
35704,1745,Be,O
35705,1745,sure,O
35706,1745,to,O
35707,1745,come,O
35708,1745,down,O
35709,1745,to,O
35710,1745,Hi,B-location
35711,1745,Pac,I-location
35712,1745,and,O
35713,1745,check,O
35714,1745,it,O
35715,1745,out,O
35716,1745,!,O
35718,1746,Xbox,B-product
35719,1746,360,I-product
35720,1746,:,O
35721,1746,Enslaved,B-product
35722,1746,:,I-product
35723,1746,Odyssey,I-product
35724,1746,to,I-product
35725,1746,the,I-product
35726,1746,West,I-product
35727,1746,Demo,O
35728,1746,Coming,O
